CountClassCoupled,CountClassDerived,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethodAll,CountDeclMethodPrivate,CountDeclMethodPublic,CountLineCode,MaxInheritanceTree,PercentLackOfCohesion,SumCyclomatic,Added,Deleted,Modified,Total Change,ALTER
26,0,27,0,27,0,27,110,1,0,27,0,0,0,0,NO
0,0,4,2,4,0,4,21,1,50,4,0,0,0,0,NO
6,0,34,18,34,0,34,165,1,94,36,0,0,0,0,NO
0,0,6,3,6,0,6,30,1,66,6,0,0,0,0,NO
1,0,13,7,13,0,13,66,1,85,14,0,0,0,0,NO
0,0,2,2,2,0,2,21,1,50,4,0,0,0,0,NO
0,0,6,3,6,0,6,30,1,66,6,0,0,0,0,NO
0,0,3,2,3,0,3,21,1,50,4,0,0,0,0,NO
1,0,27,15,27,0,27,138,1,93,30,0,0,0,0,NO
0,0,1,1,1,0,1,12,1,0,2,0,0,0,0,NO
0,0,12,6,12,0,12,57,1,83,12,0,0,0,0,NO
1,0,5,3,5,0,5,30,1,66,6,0,0,0,0,NO
1,0,8,4,8,0,8,39,1,75,8,0,0,0,0,NO
1,0,2,1,2,0,2,12,1,0,2,0,0,0,0,NO
0,0,5,3,5,0,5,30,1,66,6,0,0,0,0,NO
9,1,13,7,13,2,11,251,1,73,44,1,1,1,3,YES
1,0,4,2,4,0,4,26,1,37,4,0,0,0,0,NO
5,0,18,8,18,0,18,166,1,79,30,0,0,4,4,YES
2,0,5,1,18,0,5,30,2,19,6,0,0,0,0,NO
1,0,7,4,7,0,7,51,1,57,8,0,0,2,2,YES
3,0,17,8,17,0,17,96,1,82,17,0,0,0,0,NO
1,0,3,1,13,0,1,16,3,0,3,0,0,0,0,NO
0,0,11,1,12,10,2,287,1,83,43,1,1,1,3,YES
0,0,21,6,21,7,14,201,1,79,39,1,1,1,3,YES
21,0,28,4,30,23,5,408,2,75,78,0,0,0,0,NO
9,0,2,1,2,1,1,38,1,50,6,0,0,0,0,NO
9,0,3,0,3,2,1,34,1,0,8,0,0,0,0,NO
8,0,3,0,3,2,1,35,1,0,8,0,0,0,0,NO
8,0,4,0,4,2,2,36,1,0,5,0,0,0,0,NO
2,0,1,0,1,0,1,22,1,0,1,0,0,0,0,NO
9,0,10,1,10,3,7,75,1,80,10,0,0,0,0,NO
10,0,2,0,2,1,1,30,1,0,5,0,0,0,0,NO
7,0,1,0,1,0,1,16,1,0,1,0,0,0,0,NO
12,0,2,0,2,1,1,330,1,0,4,0,0,0,0,NO
10,0,10,1,10,3,7,116,1,80,10,2,0,25,27,YES
18,0,21,5,21,10,11,285,1,89,49,87,6,11,104,YES
1,0,2,0,2,0,2,31,1,0,2,0,0,0,0,NO
10,0,9,0,9,1,8,67,1,0,9,0,0,0,0,NO
0,0,0,0,1,0,1,37,1,0,6,0,0,0,0,NO
29,0,47,0,47,11,36,1200,1,0,71,0,0,0,0,NO
4,0,1,0,1,0,1,18,1,0,4,0,0,0,0,NO
7,0,3,0,3,1,2,32,1,0,4,0,0,0,0,NO
14,0,15,0,15,2,13,645,1,0,29,0,0,0,0,NO
10,0,7,0,7,1,6,66,1,0,7,0,0,0,0,NO
15,0,18,0,18,6,12,2828,1,0,21,0,0,0,0,NO
9,0,8,0,8,1,7,144,1,0,8,0,0,0,0,NO
14,0,15,0,15,2,13,159,1,0,15,0,0,0,0,NO
7,0,5,0,5,2,3,1673,1,40,7,0,0,0,0,NO
6,0,7,0,7,1,6,128,1,0,7,0,0,0,0,NO
9,0,8,0,8,1,7,68,1,0,8,0,0,0,0,NO
7,0,7,0,7,1,6,43,1,0,7,0,0,0,0,NO
11,0,12,0,12,5,7,265,1,0,12,0,0,0,0,NO
18,0,14,0,14,8,6,202,1,92,15,0,0,0,0,NO
11,0,8,0,8,2,6,505,1,0,9,0,0,0,0,NO
12,0,7,0,7,1,6,125,1,0,7,0,0,0,0,NO
8,0,9,0,9,1,8,109,1,0,12,0,0,0,0,NO
5,0,1,0,1,0,1,10,1,0,1,0,0,0,0,NO
11,0,8,0,8,1,7,75,1,0,9,0,0,1,1,YES
12,0,9,0,9,1,8,150,1,0,9,0,0,0,0,NO
7,0,4,0,4,2,2,108,1,0,5,0,0,0,0,NO
17,0,14,0,14,5,9,312,1,0,16,0,0,0,0,NO
8,0,8,0,8,1,7,61,1,0,9,0,0,0,0,NO
9,0,8,0,8,2,6,226,1,0,10,0,0,0,0,NO
18,0,36,1,36,5,31,559,1,97,38,0,0,0,0,NO
6,0,7,0,7,1,6,94,1,0,8,0,0,0,0,NO
10,0,7,0,7,1,6,74,1,0,11,0,0,0,0,NO
7,0,11,4,11,10,1,508,1,59,40,0,0,0,0,NO
2,0,1,0,5,1,4,24,1,0,5,0,0,0,0,NO
0,0,0,2,2,0,2,48,1,100,3,0,0,0,0,NO
0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,NO
4,0,1,0,1,0,1,8,1,0,1,0,0,0,0,NO
4,0,1,0,1,0,1,8,1,0,1,0,0,0,0,NO
1,0,1,0,1,0,1,16,1,0,1,0,0,0,0,NO
6,0,2,0,2,1,1,16,1,0,3,0,0,0,0,NO
7,0,1,0,1,0,1,9,1,0,1,0,0,0,0,NO
7,0,2,0,2,1,1,24,1,0,4,0,0,0,0,NO
9,0,2,0,2,1,1,40,1,0,5,0,0,0,0,NO
13,0,2,0,2,1,1,66,1,0,4,0,0,0,0,NO
5,0,1,0,1,0,1,27,1,0,1,0,0,0,0,NO
11,0,5,0,5,0,5,390,1,0,5,0,0,0,0,NO
5,0,2,0,2,0,2,36,1,0,4,0,0,0,0,NO
3,0,2,1,2,1,1,131,1,50,4,0,0,0,0,NO
9,0,5,0,5,2,3,47,1,0,7,0,0,0,0,NO
9,0,3,0,3,2,1,33,1,0,8,0,0,0,0,NO
8,0,2,0,2,1,1,35,1,0,4,0,0,0,0,NO
10,0,3,0,3,2,1,35,1,0,9,0,0,0,0,NO
9,0,3,0,3,2,1,35,1,0,9,0,0,0,0,NO
10,0,2,0,2,1,1,45,1,0,5,0,0,0,0,NO
7,0,1,0,1,0,1,112,1,0,1,0,0,0,0,NO
6,0,3,1,3,1,2,60,1,66,5,0,0,0,0,NO
13,0,13,1,13,11,2,440,1,61,38,0,0,0,0,NO
10,0,3,0,3,2,1,35,1,0,9,0,0,0,0,NO
7,0,3,1,3,2,1,49,1,66,8,0,0,0,0,NO
7,0,3,0,3,1,2,49,1,0,6,0,0,0,0,NO
13,0,4,0,4,3,1,78,1,0,15,0,0,0,0,NO
8,0,3,2,3,2,1,52,1,66,10,0,0,0,0,NO
9,0,3,0,3,2,1,33,1,0,8,0,0,0,0,NO
13,0,3,0,3,2,1,42,1,0,5,0,0,0,0,NO
10,0,3,0,3,2,1,35,1,0,9,0,0,0,0,NO
8,0,4,0,4,3,1,51,1,0,12,0,0,0,0,NO
7,0,3,0,3,2,1,32,1,0,3,0,0,0,0,NO
8,0,3,2,3,2,1,52,1,66,10,0,0,0,0,NO
9,0,3,0,3,2,1,35,1,0,9,0,0,0,0,NO
7,0,2,0,2,1,1,45,1,0,4,0,0,0,0,NO
10,0,8,2,8,2,6,937,1,87,10,0,0,0,0,NO
9,0,12,2,12,6,6,671,1,75,15,0,0,0,0,NO
11,0,9,1,9,2,7,1033,1,88,10,0,0,0,0,NO
5,0,10,0,10,0,10,33,1,0,10,0,0,0,0,NO
0,8,10,1,10,0,7,48,2,30,10,0,0,0,0,NO
5,0,1,0,2,0,2,2153,2,0,2,0,0,0,0,NO
0,0,1,0,1,0,1,8,2,0,1,0,0,0,0,NO
8,1,18,1,18,1,17,295,1,83,50,2,14,0,16,YES
30,0,22,12,22,18,4,419,1,84,65,8,46,4,58,YES
1,0,1,0,19,0,1,101,2,0,24,1,1,4,6,YES
4,1,10,1,10,1,9,93,1,80,19,1,2,0,3,YES
39,1,29,9,29,3,4,582,1,86,76,1,2,1,4,YES
12,0,32,10,61,27,5,416,2,90,75,6,38,5,49,YES
5,0,10,5,10,0,10,86,1,78,15,32,30,10,72,YES
5,0,0,0,11,0,11,351,1,0,61,0,0,0,0,NO
1,0,1,0,11,0,1,89,2,0,23,0,0,0,0,NO
13,2,6,0,18,4,1,241,2,0,31,0,0,0,0,NO
17,2,12,1,12,2,2,197,1,25,26,0,1,1,2,YES
1,2,2,0,9,0,1,30,2,0,6,0,0,0,0,NO
2,2,11,4,16,0,10,93,2,72,18,0,0,0,0,NO
5,1,7,6,7,0,7,38,1,71,8,0,0,0,0,NO
0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,NO
5,0,1,0,1,0,1,30,1,0,4,8,0,0,8,YES
1,0,6,4,11,0,5,59,2,54,10,0,0,0,0,NO
14,0,1,0,1,0,1,68,1,0,12,0,0,0,0,NO
7,0,2,0,2,1,1,51,1,0,6,49,13,0,62,YES
8,3,17,8,17,6,1,235,1,66,37,0,0,2,2,YES
4,0,2,2,2,0,2,35,1,0,5,0,1,0,1,YES
1,0,17,8,17,0,17,79,1,84,17,0,0,0,0,NO
10,2,4,7,4,1,2,84,1,61,11,0,0,0,0,NO
14,0,3,0,7,1,2,62,2,0,8,0,0,1,1,YES
16,0,3,0,7,1,2,75,2,0,10,0,0,0,0,NO
21,0,8,5,8,6,2,228,1,72,30,0,5,1,6,YES
12,0,3,3,3,1,2,65,1,33,10,0,5,1,6,YES
2,0,3,2,3,0,3,29,1,16,5,0,0,0,0,NO
3,0,3,0,7,0,1,19,2,0,4,0,0,0,0,NO
0,0,9,2,9,0,9,50,2,33,10,0,0,0,0,NO
3,0,11,2,11,1,9,117,1,40,21,0,0,1,1,YES
15,3,28,7,28,3,16,851,1,85,84,9,0,4,13,YES
20,0,12,7,12,3,8,415,1,65,75,0,0,0,0,NO
8,0,8,0,36,0,1,1331,2,0,8,0,0,0,0,NO
8,0,8,0,36,0,1,1498,2,0,8,0,0,0,0,NO
8,0,8,0,36,0,1,590,2,0,8,0,0,0,0,NO
3,0,10,0,27,0,0,46,2,0,10,0,0,0,0,NO
3,0,10,0,27,0,0,46,2,0,10,0,0,0,0,NO
3,0,10,0,27,0,0,46,2,0,10,0,0,0,0,NO
7,3,3,0,3,0,1,34,1,0,4,0,0,2,2,YES
2,0,2,1,5,0,0,13,2,50,2,0,0,0,0,NO
2,0,2,1,5,0,0,13,2,50,2,0,0,0,0,NO
2,0,2,1,5,0,0,13,2,50,2,0,0,0,0,NO
2,0,5,1,10,0,4,151,2,40,20,0,0,0,0,NO
3,0,12,2,17,0,6,189,2,50,33,0,0,0,0,NO
3,0,7,3,12,0,4,104,2,61,11,2,1,1,4,YES
1,0,6,3,11,0,5,54,2,55,9,0,0,0,0,NO
0,0,5,3,5,0,5,28,1,46,5,0,0,0,0,NO
2,1,10,8,10,0,10,58,1,70,10,0,0,0,0,NO
5,2,29,14,29,0,29,150,1,89,29,0,0,0,0,NO
2,0,11,5,40,0,11,63,2,72,11,0,0,0,0,NO
0,0,5,2,34,0,5,33,2,40,5,0,0,0,0,NO
12,0,4,0,4,2,2,127,1,0,16,0,0,0,0,NO
12,0,3,0,3,1,2,93,1,0,9,0,0,0,0,NO
25,3,102,91,113,0,92,734,4,97,123,1,1,2,4,YES
25,0,9,0,122,1,0,203,5,0,18,1,1,1,3,YES
30,0,12,0,125,2,0,250,5,0,20,0,0,0,0,NO
25,0,9,0,122,1,0,199,5,0,17,1,1,1,3,YES
6,4,2,0,11,0,1,23,3,0,3,0,0,0,0,NO
2,0,2,0,13,0,1,13,4,0,2,0,0,0,0,NO
2,0,2,0,13,0,1,13,4,0,2,0,0,0,0,NO
2,1,2,0,13,0,1,13,4,0,2,0,0,0,0,NO
13,0,5,5,5,4,1,158,1,36,23,0,0,0,0,NO
1,0,7,5,7,0,7,40,1,57,7,0,0,0,0,NO
14,2,2,0,2,0,1,95,1,0,13,0,0,0,0,NO
0,0,1,0,3,0,0,8,2,0,1,0,0,0,0,NO
13,0,1,0,1,0,1,95,1,0,14,0,0,0,0,NO
0,0,1,0,3,0,0,8,2,0,1,0,0,0,0,NO
3,0,8,0,26,0,1,37,3,0,8,0,0,0,0,NO
58,0,33,19,33,32,1,1197,1,82,149,32,6,5,43,YES
6,0,8,3,26,0,1,52,3,75,9,0,0,0,0,NO
62,0,34,20,34,33,1,1362,1,83,163,23,1,6,30,YES
44,0,18,7,18,17,1,1153,1,64,87,10,1,1,12,YES
8,0,9,0,21,0,1,67,2,0,13,0,0,0,0,NO
63,0,33,12,33,30,3,1578,1,77,178,65,18,5,88,YES
6,2,5,0,8,3,1,164,2,0,18,1,0,5,6,YES
3,0,2,5,2,0,2,23,1,0,4,0,0,0,0,NO
1,8,5,0,5,0,0,42,1,0,9,0,0,0,0,NO
14,0,16,7,19,1,15,195,2,88,31,5,11,3,19,YES
7,0,5,0,5,3,1,175,1,0,22,1,0,10,11,YES
6,0,1,0,9,0,0,40,3,0,4,1,0,4,5,YES
6,0,1,0,9,0,0,69,3,0,9,1,0,5,6,YES
9,0,1,0,38,2,36,798,1,94,145,0,0,0,0,NO
11,0,1,0,1,0,1,96,1,0,6,1,0,1,2,YES
2,5,12,1,17,0,12,182,2,0,22,1,0,1,2,YES
2,0,1,0,18,0,0,33,3,0,4,0,0,0,0,NO
2,0,1,0,18,0,0,44,3,0,6,0,0,0,0,NO
3,0,2,1,19,0,1,79,3,0,10,0,0,0,0,NO
2,0,1,0,18,0,0,33,3,0,4,0,0,0,0,NO
1,0,2,0,19,1,0,41,3,0,6,0,0,0,0,NO
7,0,2,1,2,0,2,95,1,0,13,0,0,0,0,NO
32,0,3,0,3,2,1,311,1,0,33,0,0,0,0,NO
2,0,8,3,13,7,6,211,1,74,36,0,0,4,4,YES
5,0,4,2,17,0,3,40,5,25,7,0,0,0,0,NO
2,0,3,0,7,0,1,19,2,0,4,0,0,0,0,NO
8,0,3,3,3,1,2,99,1,33,14,0,0,1,1,YES
8,0,3,3,3,1,2,98,1,33,14,0,0,1,1,YES
3,0,12,10,22,0,12,71,2,75,20,0,0,0,0,NO
16,0,6,0,6,1,5,296,1,0,39,1,1,11,13,YES
3,0,13,6,13,0,13,61,1,76,13,0,0,0,0,NO
3,0,4,0,8,1,1,39,2,0,8,0,0,0,0,NO
4,0,17,2,22,0,16,223,2,29,43,0,0,0,0,NO
4,3,4,1,4,0,2,67,1,0,9,0,0,0,0,NO
0,0,1,0,17,0,0,40,3,0,5,0,5,2,7,YES
1,0,1,0,17,0,0,40,3,0,4,3,7,1,11,YES
3,0,1,0,10,0,1,10,3,0,1,0,0,0,0,NO
8,0,1,0,1,0,1,30,1,0,3,0,0,0,0,NO
8,0,1,0,1,0,1,30,1,0,3,0,0,0,0,NO
8,0,1,0,1,0,1,30,1,0,3,0,0,0,0,NO
6,2,2,0,2,0,1,30,1,0,5,0,0,2,2,YES
3,0,1,0,3,0,0,15,2,0,2,0,0,0,0,NO
3,0,1,0,3,0,0,15,2,0,2,0,0,0,0,NO
2,0,1,0,2,1,1,24,1,0,5,0,0,0,0,NO
2,0,1,0,2,1,1,20,1,0,4,0,0,0,0,NO
4,0,1,0,2,1,1,40,1,0,6,0,0,0,0,NO
6,0,1,0,8,0,8,516,2,0,8,0,0,0,0,NO
4,0,1,0,1,0,1,403,2,0,1,0,0,0,0,NO
0,0,1,0,1,0,1,8,2,0,1,0,0,0,0,NO
6,0,1,0,1,0,1,431,2,0,1,0,0,0,0,NO
6,0,1,0,1,0,1,427,2,0,1,0,0,0,0,NO
6,0,1,0,1,0,1,427,2,0,1,0,0,0,0,NO
5,0,1,0,1,0,1,415,2,0,1,0,0,0,0,NO
6,0,1,0,1,0,1,418,2,0,1,0,0,0,0,NO
5,0,1,0,1,0,1,354,2,0,1,0,0,0,0,NO
6,0,1,0,1,0,1,427,2,0,1,0,0,0,0,NO
8,0,1,0,3,1,2,42,1,0,3,0,0,0,0,NO
0,0,1,0,1,1,0,37,1,0,1,0,0,0,0,NO
0,2,4,1,8,0,3,43,3,50,7,0,0,0,0,NO
0,0,2,0,10,0,2,19,4,0,3,0,0,0,0,NO
10,0,18,11,18,7,11,591,1,88,106,0,0,0,0,NO
0,0,4,2,4,0,4,112,2,12,23,0,0,0,0,NO
0,0,1,0,9,0,1,10,4,0,1,0,0,0,0,NO
50,0,26,19,30,20,7,1085,2,89,249,23,14,11,48,YES
1,0,0,0,2,0,2,72,1,0,4,0,0,0,0,NO
1,0,0,0,2,0,2,150,1,0,4,2,1,0,3,YES
42,0,43,10,45,37,6,953,2,80,153,6,1,0,7,YES
2,0,1,0,2,1,1,24,1,0,5,0,0,0,0,NO
17,0,27,4,27,1,25,415,1,62,66,15,0,3,18,YES
8,0,1,0,12,2,10,196,1,0,26,0,0,0,0,NO
2,0,1,0,2,1,1,25,1,0,5,0,0,0,0,NO
8,0,9,6,9,4,3,125,1,68,23,0,0,0,0,NO
10,0,10,6,10,5,3,145,1,71,26,5,0,1,6,YES
3,0,1,0,2,1,1,16,1,0,3,0,0,0,0,NO
0,0,2,0,2,0,2,25,2,0,2,0,0,0,0,NO
25,0,0,0,79,3,76,1153,1,0,256,0,0,0,0,NO
107,0,48,7,51,43,6,1320,2,90,183,118,50,21,189,YES
7,0,5,0,8,4,1,183,2,0,25,1,0,9,10,YES
99,0,47,7,49,39,7,1531,2,86,194,109,5,14,128,YES
0,0,2,0,2,0,2,11,2,0,2,0,0,0,0,NO
1,0,2,0,2,0,2,11,2,0,2,0,1,5,6,YES
1,0,2,0,2,0,2,11,2,0,2,0,0,0,0,NO
2,0,2,0,2,0,2,11,2,0,2,0,0,0,0,NO
1,0,2,0,2,0,2,11,2,0,2,0,0,0,0,NO
1,0,2,0,2,0,2,11,2,0,2,0,0,0,0,NO
2,0,2,0,2,0,2,11,2,0,2,0,0,0,0,NO
2,0,2,0,2,0,2,11,2,0,2,0,0,0,0,NO
2,0,2,0,2,0,2,11,2,0,2,0,0,0,0,NO
2,0,2,0,2,0,2,11,2,0,2,0,0,0,0,NO
1,0,2,0,2,0,2,11,2,0,2,0,0,0,0,NO
1,0,2,0,2,0,2,11,2,0,2,0,0,0,0,NO
0,0,2,0,2,0,2,15,2,0,3,0,0,0,0,NO
2,0,2,0,2,0,2,11,2,0,2,0,0,0,0,NO
2,0,2,0,2,0,2,11,2,0,2,0,0,0,0,NO
1,0,2,0,2,0,2,11,2,0,2,0,0,0,0,NO
1,0,2,0,2,0,2,11,2,0,2,0,0,0,0,NO
1,0,2,0,2,0,2,11,2,0,2,0,0,0,0,NO
1,0,2,0,2,0,2,11,2,0,2,0,0,0,0,NO
1,0,2,0,2,0,2,11,2,0,2,0,0,0,0,NO
1,0,2,0,2,0,2,11,2,0,2,0,0,0,0,NO
1,0,2,0,2,0,2,11,2,0,2,0,0,0,0,NO
2,0,2,0,2,0,2,11,2,0,2,0,0,0,0,NO
2,0,2,0,2,0,2,11,2,0,2,0,0,0,0,NO
2,0,2,0,2,0,2,11,2,0,2,0,0,0,0,NO
52,0,53,0,53,0,53,214,1,0,53,1,0,0,1,YES
18,0,150,75,150,0,150,7205,1,98,150,0,0,149,149,YES
1,0,12,6,12,0,12,57,1,83,12,0,0,2,2,YES
2,0,10,7,10,1,7,308,1,55,49,22,1,2,25,YES
6,0,0,0,18,0,18,183,1,94,28,0,1,0,1,NO
1,0,7,2,7,3,4,66,2,64,10,0,0,0,0,NO
46,0,26,8,28,23,2,496,2,89,74,84,30,11,125,YES
1,0,2,0,2,0,2,11,2,0,2,0,0,0,0,NO
1,0,2,0,2,0,2,11,2,0,2,0,0,0,0,NO
2,0,2,0,2,0,2,11,2,0,2,0,0,0,0,NO
2,0,2,0,2,0,2,11,2,0,2,0,0,0,0,NO
2,0,2,0,2,0,2,11,2,0,2,0,0,0,0,NO
2,0,2,0,2,0,2,11,2,0,2,0,0,0,0,NO
2,0,2,0,2,0,2,11,2,0,2,0,0,0,0,NO
1,0,2,0,2,0,2,11,2,0,2,0,0,0,0,NO
1,0,2,0,2,0,2,11,2,0,2,0,0,0,0,NO
55,0,56,0,56,0,56,226,1,0,56,0,0,0,0,NO
5,0,14,7,14,0,14,3059,1,85,14,0,0,0,0,NO
0,0,2,1,2,0,2,19,2,0,4,0,0,0,0,NO
45,0,22,7,24,20,2,620,2,86,94,40,27,10,77,YES
44,0,26,7,28,23,3,558,2,83,81,6,0,2,8,YES
0,0,6,3,6,0,6,30,1,66,6,0,2,3,5,YES
0,0,1,1,1,0,1,12,1,0,2,0,0,0,0,NO
3,0,11,6,11,0,11,57,1,83,12,2,20,0,22,YES
1,0,3,2,3,0,3,21,1,50,4,0,0,0,0,NO
0,0,4,2,4,0,4,21,1,50,4,0,2,2,4,YES
0,0,7,4,7,0,7,39,1,75,8,11,13,0,24,YES
0,0,1,1,1,0,1,12,1,0,2,0,0,0,0,NO
0,0,7,4,7,0,7,39,1,75,8,11,13,0,24,YES
0,0,1,1,1,0,1,12,1,0,2,0,0,0,0,NO
0,0,14,7,14,0,14,66,1,85,14,0,2,7,9,YES
0,0,10,5,10,0,10,48,1,80,10,0,2,5,7,YES
0,0,4,2,4,0,4,21,1,50,4,0,2,2,4,YES
0,0,2,1,2,0,2,12,1,0,2,0,2,1,3,YES
27,0,28,0,28,0,28,114,1,0,28,0,0,53,53,YES
0,0,3,2,3,0,3,21,1,50,4,9,11,0,20,YES
0,0,1,1,1,0,1,12,1,0,2,0,0,0,0,NO
0,0,2,1,2,0,2,12,1,0,2,0,2,1,3,YES
0,0,1,1,1,0,1,12,1,0,2,0,0,0,0,NO
0,0,8,4,8,0,8,46,1,75,9,0,1,4,5,YES
0,0,1,1,1,0,1,12,1,0,2,0,0,0,0,NO
6,0,27,14,27,0,27,129,1,92,28,12,9,52,73,YES
0,0,1,1,1,0,1,12,1,0,2,0,0,0,0,NO
0,0,13,7,13,0,13,66,1,85,14,13,15,0,28,YES
1,0,24,12,24,0,24,111,1,91,24,19,20,0,39,YES
0,0,3,2,3,0,3,21,1,50,4,9,11,0,20,YES
0,0,1,1,1,0,1,12,1,0,2,0,0,0,0,NO
3,0,33,17,33,0,33,170,1,94,36,51,52,0,103,YES
0,0,1,1,1,0,1,12,1,0,2,0,0,0,0,NO
0,0,2,1,2,0,2,12,1,0,2,0,0,0,0,NO
3,0,2,2,2,0,2,44,1,50,4,1,4,0,5,YES
0,7,2,2,2,0,2,14,1,25,2,0,0,0,0,NO
0,3,2,0,4,0,2,18,2,0,3,0,0,0,0,NO
0,8,2,0,4,0,1,18,2,0,3,0,0,0,0,NO
0,2,5,3,5,1,4,55,1,53,10,0,0,0,0,NO
1,0,3,0,4,3,1,406,1,0,41,0,0,0,0,NO
0,0,2,0,4,0,2,18,2,0,3,0,0,0,0,NO
0,0,1,2,1,0,1,10,1,0,1,0,0,0,0,NO
0,0,2,0,6,0,2,11,3,0,2,0,0,0,0,NO
3,0,10,1,10,0,10,50,1,70,11,0,0,0,0,NO
0,0,2,0,6,0,2,11,3,0,2,0,0,0,0,NO
0,0,2,1,4,0,2,24,2,0,4,0,0,0,0,NO
1,0,3,2,3,0,3,42,1,33,7,0,0,0,0,NO
2,0,7,5,7,0,7,40,1,71,7,0,0,0,0,NO
0,0,0,0,6,0,6,90,1,0,17,7,0,0,7,YES
5,1,11,1,11,2,9,98,1,81,20,8,2,2,12,YES
0,0,2,2,2,0,2,31,2,25,5,0,0,1,1,YES
1,0,2,0,4,0,2,29,2,0,3,0,0,0,0,NO
14,0,1,0,1,0,1,431,1,0,5,0,0,0,0,NO
2,0,2,0,4,0,2,42,2,0,6,0,0,0,0,NO
2,0,2,0,6,0,2,11,3,0,2,0,0,0,0,NO
26,0,16,9,21,13,8,423,1,83,63,29,21,6,56,YES
9,0,5,1,7,3,2,92,2,80,14,4,10,3,17,YES
1,0,1,0,6,0,1,18,2,0,3,0,0,0,0,NO
0,0,2,0,6,0,2,11,3,0,2,0,0,0,0,NO
1,0,2,0,6,0,2,28,3,0,4,0,0,0,0,NO
5,0,5,1,5,3,2,79,1,40,14,0,0,2,2,YES
13,0,39,19,39,17,22,386,1,89,63,40,38,7,85,YES
65,0,26,9,28,24,2,856,2,88,116,381,77,21,479,YES
48,0,37,9,39,31,5,789,2,87,110,222,12,3,237,YES
52,0,40,18,45,26,19,1259,1,92,179,114,21,22,157,YES
21,0,39,25,41,20,19,665,2,91,85,144,71,13,228,YES
0,0,12,3,13,4,6,153,1,74,32,0,0,0,0,NO
1,0,1,0,12,0,1,93,2,0,26,0,0,0,0,NO
1,0,36,18,36,0,36,165,1,94,36,0,0,0,0,NO
1,0,28,14,28,0,28,129,1,92,28,0,0,0,0,NO
1,0,32,16,32,0,32,147,1,93,32,0,0,0,0,NO
1,0,32,16,32,0,32,147,1,93,32,90,0,0,90,YES
1,0,24,12,24,0,24,111,1,91,24,50,0,0,50,YES
1,0,77,39,77,0,77,354,1,97,78,0,0,0,0,NO
0,0,6,3,6,0,6,30,1,66,6,30,0,1,31,YES
1,0,34,17,34,0,34,156,1,94,34,0,0,0,0,NO
1,0,12,6,12,0,12,57,1,83,12,0,0,0,0,NO
1,0,26,13,26,0,26,120,1,92,26,0,0,0,0,NO
1,0,40,20,40,0,40,183,1,95,40,10,0,0,10,YES
1,0,30,15,30,0,30,138,1,93,30,0,0,0,0,NO
1,0,7,4,7,0,7,1504,1,75,8,0,0,0,0,NO
1,0,16,8,16,0,16,75,1,87,16,0,0,0,0,NO
1,0,12,6,12,0,12,57,1,83,12,0,0,0,0,NO
1,0,21,11,21,0,21,102,1,90,22,10,0,0,10,YES
1,0,16,8,16,0,16,75,1,87,16,0,0,0,0,NO
1,0,41,21,41,0,41,192,1,95,42,0,0,0,0,NO
1,0,30,15,30,0,30,138,1,93,30,60,0,0,60,YES
2,0,424,213,424,0,424,1920,1,99,426,120,0,0,120,YES
1,0,58,29,58,0,58,264,1,96,58,80,0,0,80,YES
1,0,2,0,2,0,2,11,2,0,2,0,1,0,1,YES
1,0,2,0,2,0,2,11,2,0,2,0,1,0,1,YES
1,0,126,124,126,0,126,1119,1,99,248,28,0,2,30,YES
2,0,501,267,501,0,501,2406,1,99,534,20,0,0,20,YES
1,0,14,7,14,0,14,66,1,85,14,0,0,0,0,NO
3,0,40,20,40,0,40,263,1,95,40,0,0,0,0,NO
1,0,30,15,30,0,30,138,1,93,30,0,0,0,0,NO
1,0,20,10,20,0,20,93,1,90,20,0,0,0,0,NO
1,0,16,8,16,0,16,75,1,87,16,20,0,0,20,YES
0,0,4,2,4,0,4,21,1,50,4,0,0,0,0,NO
1,0,20,10,20,0,20,93,1,90,20,0,0,0,0,NO
1,0,30,15,30,0,30,138,1,93,30,0,0,0,0,NO
1,0,14,7,14,0,14,66,1,85,14,0,0,0,0,NO
1,0,14,7,14,0,14,66,1,85,14,0,0,0,0,NO
1,0,61,31,61,0,61,282,1,96,62,10,0,0,10,YES
1,0,28,14,28,0,28,129,1,92,28,0,0,0,0,NO
1,0,22,11,22,0,22,102,1,90,22,0,0,0,0,NO
1,0,24,12,24,0,24,111,1,91,24,0,0,0,0,NO
1,0,7,4,7,0,7,1484,1,75,8,20,0,0,20,YES
1,0,22,11,22,0,22,102,1,90,22,0,0,0,0,NO
2,0,311,156,311,0,311,1407,1,99,312,0,0,0,0,NO
1,0,14,7,14,0,14,66,1,85,14,0,0,0,0,NO
1,0,16,8,16,0,16,75,1,87,16,20,0,0,20,YES
1,0,18,9,18,0,18,84,1,88,18,0,0,0,0,NO
0,0,8,4,8,0,8,39,1,75,8,0,0,0,0,NO
1,0,190,95,190,0,190,858,1,98,190,72,28,0,100,YES
0,0,126,63,126,0,126,570,1,98,126,0,0,0,0,NO
2,0,18,9,18,0,18,84,1,88,18,0,0,0,0,NO
0,0,20,10,20,0,20,93,1,90,20,0,0,0,0,NO
0,0,8,4,8,0,8,39,1,75,8,0,0,0,0,NO
